"timeSerieID";"2000_1";"2000_2";"2000_3";"2000_4";"2001_1";"2001_2";"2001_3";"2001_4";"2002_1";"2002_2";"2002_3";"2002_4";"2003_1";"2003_2";"2003_3";"2003_4";"2004_1";"2004_2";"2004_3";"2004_4";"2005_1";"2005_2";"2005_3";"2005_4";"2006_1";"2006_2";"2006_3";"2006_4";"2007_1";"2007_2";"2007_3";"2007_4";"2008_1";"2008_2";"2008_3";"2008_4";"2009_1";"2009_2";"2009_3";"2009_4";"2010_1";"2010_2";"2010_3";"2010_4";"2011_1";"2011_2";"2011_3";"2011_4";"2012_1";"2012_2";"2012_3";"2012_4";"2013_1";"2013_2";"2013_3";"2013_4";"2014_1";"2014_2";"2014_3";"2014_4";"2015_1";"2015_2";"2015_3";"2015_4";"2016_1";"2016_2";"2016_3";"2016_4";"2017_1";"2017_2";"2017_3";"2017_4";"2018_1";"2018_2";"2018_3";"2018_4";"2019_1";"2019_2";"2019_3";"2019_4";"2020_1";"2020_2";"2020_3";"2020_4"
424284;18;19;19;16;15;19;17;16;18;18;18;16;18;22;19;18;19;21;17;16;17;25;15;15;18;18;19;17;18;18;18;15;16;19;19;17;18;18;19;16;17;19;17;17;20;20;18;16;16;18;17;16;15;19;18;17;17;19;18;16;15;18;17;16;15;18;19;17;"15";"19";"18";"17";"16";"19";"18";"16";"17";"21";"18";"16";"16";"24";"20";"16"
553600;13;14;9;11;11;12;10;11;12;14;10;12;12;14;10;10;12;15;13;12;12;19;11;12;12;17;9;13;12;16;11;11;12;14;11;11;12;15;12;13;12;14;11;13;12;15;13;11;11;14;12;12;11;13;12;11;11;14;11;11;11;15;12;11;13;16;12;11;"11";"15";"14";"12";"11";"15";"8";"11";"11";"13";"12";"eos";"eos";"eos";"eos";"eos"
563306;15;20;18;14;16;18;18;15;16;19;17;17;16;17;18;14;17;18;18;15;16;21;16;14;16;17;17;15;16;18;18;16;16;19;18;15;14;18;18;13;15;17;18;15;14;18;18;16;14;18;18;16;13;18;16;15;14;20;16;15;13;19;15;15;13;18;14;13;"14";"19";"16";"15";"15";"19";"16";"15";"20";"19";"16";"16";"14";"18";"19";"17"
563430;16;15;13;13;13;16;15;15;17;16;13;15;16;17;14;13;16;16;13;14;15;14;12;13;17;15;14;13;17;19;13;13;15;17;13;14;15;16;15;15;16;17;13;14;16;15;13;15;17;20;12;13;16;16;13;13;14;16;12;15;16;17;12;16;16;17;13;12;"16";"16";"13";"14";"13";"16";"12";"13";"16";"16";"13";"13";"15";"16";"12";"14"
576567;18;21;18;17;18;21;16;15;19;17;19;22;17;16;18;15;16;19;20;19;16;17;18;16;16;20;17;20;17;19;19;23;12;22;20;17;17;19;19;21;16;21;20;21;17;21;20;17;19;20;18;16;16;19;25;22;18;19;22;16;20;22;16;23;16;21;20;17;"19";"25";"17";"25";"17";"17";"22";"16";"17";"20";"22";"20";"16";"22";"22";"21"
703765;18;18;21;18;18;19;19;17;16;18;18;19;18;18;20;19;17;18;19;18;17;18;18;18;17;17;22;19;16;18;20;17;17;18;19;17;15;21;19;18;15;20;19;18;15;18;21;19;17;20;20;20;20;21;20;20;17;19;22;21;16;20;23;20;17;19;21;19;"19";"22";"24";"20";"19";"21";"21";"20";"19";"19";"22";"21";"eos";"eos";"eos";"eos"
728100;17;16;17;17;13;18;17;17;17;15;17;16;16;15;18;15;15;18;20;15;17;17;19;17;16;25;17;18;17;20;19;17;17;20;18;18;18;21;19;18;17;20;19;19;17;20;18;15;16;20;18;15;18;17;18;18;15;18;19;17;15;21;19;14;17;17;18;17;"14";"19";"18";"15";"16";"18";"19";"17";"17";"19";"19";"16";"17";"19";"18";"16"
883730;30;21;14;13;16;23;16;15;17;20;16;15;17;19;15;14;17;19;16;16;18;20;14;17;17;20;19;14;19;20;18;16;16;21;21;16;16;21;16;15;16;22;23;16;16;20;33;22;16;33;37;18;16;30;27;16;17;26;28;21;17;25;28;20;14;25;26;20;"17";"25";"26";"22";"14";"24";"23";"18";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos"
931613;58;22;18;15;38;21;21;21;19;22;18;16;58;24;20;16;19;21;15;18;19;26;17;16;19;21;20;14;20;20;16;17;18;19;18;16;17;22;18;16;17;20;17;17;17;19;17;16;17;19;18;16;17;15;16;14;15;19;17;16;16;18;19;18;17;21;15;17;"15";"18";"17";"15";"16";"22";"19";"17";"17";"25";"23";"17";"16";"24";"25";"18"
952342;34;18;13;13;23;17;12;16;16;18;13;13;34;19;13;11;12;15;11;13;16;17;13;15;16;16;14;14;17;15;11;14;15;16;11;12;14;16;15;14;14;16;14;14;14;17;14;14;14;15;10;14;14;12;14;13;13;15;13;13;13;15;13;14;16;16;11;12;"13";"15";"9";"15";"14";"16";"11";"12";"12";"14";"9";"17";"13";"15";"11";"12"
993003;19;18;29;23;24;15;22;22;19;16;25;20;18;18;26;19;22;16;23;20;17;17;24;23;19;16;19;24;20;15;20;17;20;17;20;20;18;22;17;17;17;16;19;21;18;18;19;18;18;19;17;18;18;17;21;22;18;16;17;19;17;18;19;23;20;19;17;19;"17";"22";"25";"15";"21";"19";"22";"24";"18";"36";"23";"18";"18";"30";"eos";"eos"
1013223;13;13;11;12;14;14;12;13;11;13;10;12;10;15;12;12;12;16;10;13;12;14;12;12;12;12;11;14;15;13;10;15;12;13;10;13;11;13;13;12;13;14;11;13;11;16;10;13;11;14;9;15;11;16;11;11;10;14;9;10;11;14;9;12;13;15;22;17;"23";"36";"33";"18";"19";"33";"26";"16";"15";"26";"25";"16";"14";"19";"22";"18"
1013772;16;18;15;8;16;17;16;17;14;18;16;15;16;17;16;16;16;18;16;15;16;16;15;16;15;18;17;14;16;17;15;15;19;17;17;16;16;17;17;14;16;18;16;16;16;18;18;17;16;18;16;17;16;21;19;22;19;29;19;14;17;24;22;18;17;21;19;17;"17";"19";"21";"17";"19";"22";"20";"17";"18";"20";"18";"17";"17";"18";"eos";"eos"
1045961;13;18;12;12;13;14;11;12;11;14;11;12;13;14;9;11;14;13;11;12;9;13;11;12;12;14;11;13;12;14;10;12;11;13;11;56;11;12;10;13;11;12;12;10;11;13;11;13;12;12;11;11;13;12;11;12;17;14;13;13;13;13;10;12;13;13;12;11;"12";"14";"10";"12";"29";"13";"11";"11";"11";"16";"eos";"eos";"eos";"eos";"eos";"eos"
1101632;38;38;41;30;27;36;39;35;37;39;37;39;37;34;36;37;37;37;37;41;37;38;37;31;32;38;39;35;36;38;42;38;36;40;41;41;37;36;36;36;38;37;38;38;41;38;38;41;38;38;40;30;40;37;38;37;37;38;40;44;39;40;41;42;37;40;43;41;"39";"40";"41";"40";"39";"39";"39";"39";"44";"42";"38";"eos";"eos";"eos";"eos";"eos"
1115039;16;15;14;10;16;12;14;16;16;16;14;12;16;15;16;15;14;15;15;16;14;14;15;16;15;15;17;15;13;11;12;14;14;13;15;14;15;12;15;14;14;13;15;14;14;13;16;13;13;13;13;15;13;13;14;13;13;14;15;13;12;12;15;13;13;14;12;13;"15";"11";"13";"10";"10";"12";"12";"12";"16";"15";"12";"10";"13";"9";"eos";"eos"
1149079;14;14;14;13;14;12;14;13;13;15;12;14;12;14;14;14;14;15;13;14;12;14;14;14;13;14;14;14;13;14;16;14;13;14;14;14;14;14;14;13;13;14;14;14;14;13;15;14;13;15;15;14;13;14;14;14;14;12;15;14;12;13;15;15;13;14;14;17;"13";"14";"13";"14";"13";"15";"15";"13";"13";"15";"15";"14";"14";"14";"16";"13"
1323068;20;24;21;19;20;25;24;22;21;28;25;22;22;24;27;24;19;20;21;27;25;20;25;17;22;23;27;17;19;19;20;17;23;24;20;15;25;17;28;22;23;19;25;17;19;23;18;20;23;19;20;22;26;18;20;26;23;19;27;23;25;21;21;23;23;26;23;21;"27";"21";"25";"23";"23";"20";"23";"17";"22";"19";"25";"19";"18";"19";"21";"17"
1336150;7;11;10;11;7;10;11;9;9;11;11;13;8;12;10;9;7;12;10;8;5;10;10;6;7;10;11;11;10;11;11;12;8;12;11;10;6;11;11;9;7;12;11;10;8;12;14;10;6;9;11;10;8;13;11;11;7;11;11;10;8;12;11;9;7;11;11;9;"8";"11";"11";"8";"8";"11";"11";"10";"7";"11";"eos";"eos";"eos";"eos";"eos";"eos"
1394282;11;12;9;14;12;13;11;11;15;12;12;9;12;12;11;12;13;13;11;11;13;13;11;12;12;12;10;11;13;11;9;12;11;12;8;12;11;10;10;10;11;11;11;12;9;11;10;11;11;11;9;10;12;11;11;11;11;11;9;11;13;13;10;11;12;10;8;10;"13";"11";"9";"16";"12";"11";"8";"11";"13";"12";"9";"eos";"eos";"eos";"eos";"eos"
1650412;11;13;14;13;12;14;14;14;11;14;14;12;11;12;14;13;11;15;15;12;11;15;12;13;12;14;14;14;12;13;12;14;11;14;13;14;10;14;15;15;11;14;15;12;11;14;15;14;11;13;14;13;10;16;17;15;13;15;16;16;13;15;15;14;13;18;16;15;"12";"16";"15";"12";"12";"15";"15";"13";"12";"15";"13";"12";"12";"14";"14";"11"
1799714;31;30;32;29;31;26;30;28;31;29;28;29;31;27;27;27;43;29;37;46;43;40;56;46;43;52;56;46;43;53;56;46;43;60;58;46;42;52;56;46;42;62;51;46;40;52;57;45;40;37;58;46;40;52;54;46;40;58;55;46;40;49;53;50;42;56;56;43;"44";"45";"52";"46";"44";"46";"51";"45";"48";"45";"57";"44";"51";"55";"50";"45"
1817279;159;22;19;23;92;21;20;23;26;20;20;26;132;23;21;23;132;21;21;27;132;18;21;22;170;24;20;22;209;24;21;21;170;25;20;21;209;24;21;24;209;25;21;24;163;21;21;23;163;23;19;24;186;121;20;124;163;18;22;23;205;120;21;25;210;49;20;26;"205";"31";"21";"27";"226";"168";"23";"23";"252";"192";"22";"26";"241";"214";"20";"eos"
1823240;13;12;12;12;12;17;16;12;12;12;11;11;12;12;12;11;12;12;12;11;12;13;18;11;12;13;14;9;12;13;12;10;12;13;15;10;12;15;14;12;13;11;15;12;13;14;14;13;14;14;14;13;13;14;14;9;13;15;13;13;12;13;13;12;12;13;11;13;"12";"13";"12";"10";"12";"12";"13";"10";"12";"13";"12";"10";"12";"15";"14";"10"
1851955;5;11;10;12;5;8;8;10;5;11;10;11;5;13;9;7;5;11;9;3;5;10;8;11;5;12;8;10;5;10;11;10;6;11;9;10;6;10;10;10;6;10;10;10;6;10;8;9;6;10;10;9;8;10;9;9;6;9;10;8;8;11;8;9;11;11;10;9;"6";"9";"11";"12";"12";"10";"9";"9";"8";"8";"9";"9";"7";"9";"9";"9"
1951464;92;18;16;16;89;17;16;16;94;17;17;16;92;20;16;17;89;16;15;16;34;15;17;15;106;16;16;17;55;15;16;17;25;19;16;18;93;47;17;16;88;17;16;18;88;16;17;16;88;19;16;78;93;17;17;20;60;17;15;17;18;18;16;18;58;17;16;17;"49";"19";"17";"17";"91";"19";"15";"18";"64";"18";"15";"16";"76";"16";"17";"13"
2009916;10;12;10;8;10;11;10;9;10;12;10;8;10;10;9;8;10;12;10;9;10;10;9;8;10;10;11;9;10;11;10;10;9;11;10;9;9;13;11;10;9;13;10;9;9;11;10;8;9;11;9;10;9;11;11;10;9;10;11;10;9;10;9;10;9;10;10;11;"9";"10";"8";"10";"10";"11";"11";"9";"10";"11";"8";"12";"11";"11";"9";"10"
2137219;15;16;16;16;15;16;16;16;15;17;16;11;14;16;24;19;81;19;17;16;15;16;19;19;16;18;19;19;16;18;16;17;16;19;18;15;16;17;19;16;16;17;16;17;17;16;17;14;16;15;16;16;16;15;16;15;15;17;17;16;16;16;17;15;16;16;17;15;"22";"16";"18";"16";"16";"18";"15";"14";"19";"16";"16";"12";"19";"17";"16";"16"
2138905;15;21;19;17;6;30;29;21;17;22;22;16;17;19;21;20;18;22;21;20;57;20;21;19;18;22;22;19;19;22;24;21;16;21;22;19;18;20;21;19;18;21;21;17;18;20;22;19;18;19;19;20;18;20;21;18;17;19;21;18;17;21;20;20;19;21;20;17;"15";"20";"21";"18";"17";"19";"20";"17";"17";"20";"20";"17";"17";"20";"19";"eos"
2164564;18;19;20;19;17;17;18;17;18;18;18;18;17;18;17;18;17;18;20;18;18;19;20;17;17;18;18;20;17;17;17;17;16;18;19;17;17;19;17;18;17;18;18;16;19;18;18;18;19;17;18;18;18;19;18;17;15;18;17;18;54;17;17;17;17;16;17;17;"17";"18";"18";"19";"17";"19";"18";"20";"17";"18";"19";"eos";"eos";"eos";"eos";"eos"
2192247;18;14;20;20;18;18;19;13;18;15;20;20;18;16;19;20;17;18;21;16;19;18;21;20;19;19;23;18;18;17;22;17;18;25;22;17;29;19;24;17;29;21;20;17;29;20;19;18;29;15;20;19;29;15;20;17;29;15;24;22;29;18;20;15;29;18;21;17;"29";"18";"21";"15";"29";"18";"20";"17";"29";"21";"eos";"eos";"eos";"eos";"eos";"eos"
2200165;17;10;10;8;17;11;9;8;17;10;10;8;17;10;10;8;17;13;11;8;17;8;9;8;17;11;12;10;17;16;13;8;16;11;11;8;17;11;12;7;97;10;12;12;16;11;10;16;56;13;14;14;97;16;17;16;16;16;16;17;97;15;15;12;101;16;16;12;"56";"14";"15";"14";"97";"15";"14";"13";"56";"14";"15";"12";"12";"15";"14";"13"
2224883;22;26;17;17;17;20;26;19;17;21;19;19;17;17;19;17;17;18;19;17;17;20;18;17;17;17;19;17;16;19;20;17;16;17;17;17;16;17;18;17;16;16;18;16;17;17;16;16;16;14;23;18;15;17;17;16;15;17;17;18;14;17;19;17;14;23;18;14;"11";"17";"17";"14";"14";"18";"20";"16";"14";"19";"eos";"eos";"eos";"eos";"eos";"eos"
2230859;10;13;11;12;10;13;16;11;9;14;12;10;10;11;15;11;10;18;14;12;8;14;16;9;11;12;15;10;8;10;14;11;8;12;12;10;10;13;13;11;8;14;15;11;8;14;15;10;9;15;14;10;9;13;13;8;11;14;15;10;9;12;13;10;10;12;13;10;"8";"12";"12";"10";"8";"10";"14";"11";"8";"12";"11";"10";"8";"13";"eos";"eos"
2238498;18;19;16;17;18;18;14;17;18;17;16;17;17;18;17;19;16;18;16;17;13;17;17;15;16;19;17;17;15;17;16;18;15;17;16;17;16;17;17;17;15;16;16;17;16;17;17;17;16;15;15;17;14;15;17;16;16;18;16;17;14;16;17;16;18;16;19;17;"14";"16";"15";"18";"14";"15";"15";"17";"17";"17";"17";"18";"14";"18";"15";"18"
2271085;46;13;13;11;46;12;14;13;46;12;13;20;32;14;12;15;32;13;14;17;19;13;15;15;17;17;14;14;17;13;13;14;17;13;14;13;15;14;13;14;14;13;13;15;13;13;13;15;13;12;12;14;12;11;13;14;13;12;14;14;12;12;13;15;12;11;14;12;"12";"14";"12";"14";"12";"12";"13";"13";"12";"13";"11";"11";"12";"13";"10";"14"
2279229;35;44;43;27;32;51;32;28;32;36;32;27;32;36;29;27;31;34;27;28;30;36;25;26;28;30;27;25;26;27;25;25;26;27;26;26;26;27;25;22;25;22;20;26;22;26;25;21;22;24;22;20;22;25;22;24;22;25;21;21;22;26;21;21;22;25;22;19;"22";"25";"22";"19";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos"
2292716;17;17;18;22;18;19;17;19;18;19;18;22;21;18;17;29;17;17;17;19;15;17;20;18;17;17;17;19;17;19;17;19;19;18;17;19;18;19;18;19;18;18;18;19;18;18;19;19;17;20;19;20;17;19;18;20;17;18;18;21;17;17;16;20;17;17;19;21;"16";"16";"19";"20";"16";"16";"19";"19";"17";"17";"18";"19";"16";"17";"eos";"eos"
2332197;18;13;14;12;18;13;14;13;50;15;14;14;14;12;15;14;18;14;14;14;16;14;15;15;14;13;13;14;18;12;16;14;14;13;14;14;15;13;13;13;15;14;14;12;16;12;16;14;14;14;14;15;15;13;14;13;14;13;14;14;14;13;13;12;21;13;12;12;"14";"13";"14";"13";"16";"13";"13";"13";"16";"16";"13";"13";"16";"13";"14";"13"
2335267;11;11;11;10;12;10;10;11;12;12;10;11;9;11;11;12;15;12;11;10;10;9;10;12;11;11;11;13;12;11;10;10;11;11;10;12;12;11;11;10;12;11;10;9;13;13;10;12;12;16;13;10;13;10;10;11;13;12;10;12;20;12;11;12;13;13;10;12;"12";"13";"13";"12";"11";"13";"11";"13";"12";"13";"11";"12";"12";"11";"11";"13"
2337649;10;10;10;10;10;11;10;10;10;10;10;10;10;11;10;9;10;13;10;9;10;11;12;10;10;12;10;9;10;12;10;9;11;13;9;9;10;11;11;9;11;11;11;13;11;13;10;11;8;10;11;10;8;11;11;10;8;12;10;9;8;11;10;10;8;11;10;9;"8";"10";"11";"10";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos"
2415234;13;13;13;14;13;14;15;14;13;14;14;13;13;15;12;14;13;14;14;15;13;15;13;14;14;15;14;13;14;13;12;13;14;16;12;12;14;14;13;14;14;12;15;15;13;13;12;13;13;12;12;13;12;11;17;13;12;13;20;12;12;13;12;12;11;13;14;13;"13";"13";"11";"12";"10";"13";"11";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos"
2425529;10;11;11;9;10;11;13;10;10;11;11;11;9;11;11;11;10;11;13;9;10;11;10;12;10;12;11;11;10;11;11;12;10;14;12;13;10;14;13;14;10;13;14;14;10;12;12;13;10;11;11;11;9;9;12;12;10;12;13;13;9;10;11;9;8;11;12;11;"11";"13";"13";"12";"5";"11";"12";"12";"11";"13";"16";"eos";"eos";"eos";"eos";"eos"
2445850;16;16;16;17;15;15;18;16;16;13;17;13;16;15;16;16;16;16;17;15;18;17;17;17;18;20;16;17;18;16;25;16;18;18;19;16;18;18;19;17;18;17;19;16;18;16;18;17;17;16;16;17;17;16;17;18;17;17;16;17;17;15;16;18;16;15;17;17;"16";"16";"15";"16";"16";"19";"17";"13";"16";"15";"eos";"eos";"eos";"eos";"eos";"eos"
2469702;18;21;20;18;19;19;18;18;15;19;19;18;18;18;19;22;17;19;17;18;18;17;19;18;19;18;20;18;17;21;20;19;17;21;19;20;17;20;19;19;18;18;19;16;16;20;20;19;17;18;21;20;17;19;21;19;16;18;19;18;16;19;21;18;17;18;19;18;"16";"17";"20";"18";"15";"17";"18";"17";"15";"eos";"eos";"eos";"eos";"eos";"eos";"eos"
2509075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"eos";"eos";"eos";"eos";"eos"
2523020;16;14;14;14;16;15;15;13;22;12;14;12;9;12;13;14;18;14;13;12;45;15;15;14;13;17;16;17;13;15;14;18;29;15;14;15;13;15;13;14;13;13;15;14;13;12;15;15;13;13;15;13;12;13;14;15;13;14;14;15;13;12;15;14;10;15;14;14;"15";"17";"12";"14";"13";"13";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos"
2526388;18;23;22;20;18;23;21;17;16;24;26;24;18;25;25;21;24;30;27;20;24;27;25;17;15;28;26;19;18;25;23;18;24;26;25;18;20;25;22;21;20;26;24;18;19;23;22;21;19;25;22;21;17;27;25;20;19;26;26;19;17;23;24;20;17;24;24;20;"14";"24";"23";"17";"16";"23";"23";"16";"18";"23";"22";"17";"17";"22";"21";"eos"
2574870;10;11;10;10;10;10;10;15;10;10;10;10;10;9;10;10;10;10;11;9;10;10;9;8;10;10;10;10;10;10;8;9;10;9;9;13;7;11;10;11;7;10;11;12;7;12;9;12;7;11;10;10;7;11;9;9;7;11;9;13;7;11;10;10;7;11;10;10;"7";"10";"10";"11";"7";"11";"9";"11";"7";"10";"9";"9";"7";"9";"9";"10"
2605250;19;18;16;18;19;14;15;18;19;16;16;20;20;16;17;20;15;17;17;17;18;16;16;20;18;15;19;19;15;21;16;19;20;17;20;19;20;18;18;18;20;17;17;18;20;15;18;21;20;22;18;21;20;18;19;16;20;18;18;19;19;16;17;16;20;18;16;18;"19";"16";"19";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos"
2617157;12;13;11;12;12;15;12;12;12;15;11;12;12;13;11;10;12;15;11;12;12;13;13;12;12;15;17;14;12;15;14;13;11;15;16;13;12;15;12;13;12;14;15;13;11;14;15;13;12;13;11;12;12;18;13;13;12;13;13;12;12;14;13;12;11;16;13;11;"10";"13";"14";"10";"10";"12";"12";"12";"10";"15";"13";"11";"10";"12";"13";"eos"
2628475;137;11;7;5;137;7;9;6;137;44;8;27;137;7;9;16;137;6;9;9;128;6;9;5;128;5;10;8;113;5;10;10;128;6;9;10;128;18;10;12;128;61;9;12;153;31;9;9;153;91;10;6;187;104;10;8;196;6;9;7;186;50;10;5;188;9;7;6;"164";"5";"8";"7";"198";"211";"9";"6";"185";"60";"10";"8";"199";"7";"10";"10"
2666560;18;17;15;16;18;17;16;15;18;16;15;14;18;20;14;15;18;16;14;16;19;18;15;22;19;16;15;16;19;17;13;16;19;17;15;16;20;16;15;15;20;18;17;14;20;19;12;13;20;13;14;14;20;24;14;15;20;17;15;16;18;18;14;17;16;16;15;47;"18";"20";"14";"16";"17";"17";"16";"17";"18";"18";"15";"15";"18";"18";"15";"16"
2672879;20;14;12;12;20;13;14;12;28;14;13;12;11;13;11;13;20;13;10;9;13;15;12;11;12;14;13;15;13;13;10;11;13;14;10;12;13;13;11;15;13;15;13;13;14;13;13;11;14;16;11;12;12;11;11;12;14;15;10;13;12;12;12;12;9;12;11;12;"12";"12";"12";"12";"12";"13";"10";"14";"12";"14";"12";"13";"12";"12";"11";"eos"
2673477;11;14;10;14;11;15;14;17;66;12;11;14;9;15;10;11;66;13;12;12;78;13;12;13;44;14;12;12;78;14;12;12;78;12;10;12;13;14;11;11;13;11;12;12;13;13;16;12;13;14;14;14;12;14;14;12;13;16;14;14;12;16;13;14;12;15;16;14;"12";"15";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos"
2678250;20;20;16;19;20;18;17;18;20;17;16;18;20;19;16;18;20;19;15;18;20;20;16;16;20;20;16;17;20;19;10;17;20;18;15;16;20;17;15;18;20;18;14;14;20;17;14;15;20;19;15;17;20;22;16;18;20;18;16;17;20;20;15;15;20;17;17;18;"20";"17";"16";"17";"20";"16";"14";"18";"19";"19";"15";"18";"19";"17";"14";"17"
2693132;14;15;15;16;14;16;17;15;14;17;15;16;14;15;15;16;14;17;15;17;15;15;15;15;15;17;15;14;15;15;15;15;15;15;16;10;14;15;14;16;14;15;18;18;12;15;18;13;13;14;15;14;12;16;16;16;14;15;16;16;13;15;18;17;12;14;15;15;"14";"15";"18";"18";"14";"15";"16";"15";"16";"16";"17";"18";"16";"14";"16";"17"
