"timeSerieID";"2000_1";"2000_2";"2000_3";"2000_4";"2001_1";"2001_2";"2001_3";"2001_4";"2002_1";"2002_2";"2002_3";"2002_4";"2003_1";"2003_2";"2003_3";"2003_4";"2004_1";"2004_2";"2004_3";"2004_4";"2005_1";"2005_2";"2005_3";"2005_4";"2006_1";"2006_2";"2006_3";"2006_4";"2007_1";"2007_2";"2007_3";"2007_4";"2008_1";"2008_2";"2008_3";"2008_4";"2009_1";"2009_2";"2009_3";"2009_4";"2010_1";"2010_2";"2010_3";"2010_4";"2011_1";"2011_2";"2011_3";"2011_4";"2012_1";"2012_2";"2012_3";"2012_4";"2013_1";"2013_2";"2013_3";"2013_4";"2014_1";"2014_2";"2014_3";"2014_4";"2015_1";"2015_2";"2015_3";"2015_4";"2016_1";"2016_2";"2016_3";"2016_4";"2017_1";"2017_2";"2017_3";"2017_4";"2018_1";"2018_2";"2018_3";"2018_4";"2019_1";"2019_2";"2019_3";"2019_4";"2020_1";"2020_2";"2020_3";"2020_4"
2415234;48;48;42;51;48;61;63;56;48;58;48;51;48;52;43;48;48;56;45;50;48;60;50;50;46;55;50;40;44;49;39;52;44;52;44;48;44;52;47;49;44;48;48;51;47;47;49;46;47;46;47;48;50;50;52;48;50;52;54;50;50;53;49;48;50;52;49;43;"52";"49";"42";"49";"49";"49";"42";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos"
2425529;39;49;40;40;39;49;49;42;39;48;43;45;38;37;43;42;41;46;46;42;40;44;37;42;40;48;48;40;41;45;51;53;41;56;52;45;41;58;54;49;41;57;53;48;44;49;52;46;44;51;48;42;42;40;54;48;44;52;46;45;42;46;48;35;39;47;51;43;"51";"44";"51";"46";"15";"51";"52";"44";"50";"58";"59";"eos";"eos";"eos";"eos";"eos"
2445850;52;49;56;56;52;50;60;56;53;45;60;56;54;49;61;58;56;52;60;60;49;53;59;61;56;63;54;63;56;56;71;61;49;57;63;59;56;57;65;59;56;52;67;61;49;52;60;54;62;51;61;56;58;49;56;56;58;47;54;56;58;47;66;67;58;47;52;63;"58";"54";"56";"53";"58";"63";"63";"52";"58";"51";"eos";"eos";"eos";"eos";"eos";"eos"
2469702;42;57;53;46;46;52;48;49;38;54;52;50;46;49;51;51;43;52;52;50;43;45;51;50;46;53;55;50;42;57;54;52;53;59;52;50;45;50;52;50;50;52;51;48;44;55;54;49;43;51;55;52;42;53;59;53;41;54;55;48;42;50;54;47;46;54;54;47;"38";"47";"52";"47";"38";"49";"50";"46";"39";"eos";"eos";"eos";"eos";"eos";"eos";"eos"
2509075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"eos";"eos";"eos";"eos";"eos"
2523020;30;38;43;43;30;39;45;43;39;36;43;43;21;33;41;42;33;38;44;44;30;40;46;44;30;46;45;47;36;38;39;46;33;45;45;48;36;49;45;47;36;38;50;48;37;36;51;50;37;36;49;46;32;34;46;50;37;40;42;46;37;33;47;46;28;41;41;47;"43";"53";"44";"49";"42";"45";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos"
2526388;54;62;54;59;55;61;56;43;40;65;68;61;47;65;60;45;52;65;61;46;63;71;62;46;39;65;63;49;46;67;58;49;66;69;66;50;64;73;61;53;60;73;61;49;62;74;63;55;58;75;63;62;53;78;71;52;59;75;69;49;44;67;64;51;52;68;63;59;"40";"70";"65";"45";"47";"74";"66";"48";"58";"68";"58";"47";"52";"69";"62";"eos"
2574870;39;36;33;39;39;37;36;43;38;36;35;44;38;41;38;35;36;35;37;35;36;35;40;33;36;40;41;35;37;36;30;33;38;36;41;42;35;44;39;38;35;38;46;39;35;40;44;39;35;42;44;36;35;41;46;39;35;37;43;43;35;41;46;42;35;43;43;37;"35";"42";"46";"47";"35";"42";"39";"42";"35";"37";"43";"37";"35";"37";"42";"32"
2605250;69;58;61;67;69;50;61;71;69;61;60;73;73;59;60;76;45;60;60;70;59;60;62;69;59;50;71;69;45;75;60;69;73;52;77;69;73;63;65;66;70;56;57;69;73;58;66;73;78;63;65;73;73;62;67;54;73;59;66;74;82;53;62;56;67;62;49;64;"70";"54";"65";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos"
2617157;29;38;34;29;29;38;32;30;29;38;33;30;29;30;30;30;29;38;34;34;26;36;34;34;23;39;43;35;22;39;35;33;23;43;40;32;22;43;28;30;22;34;39;34;23;38;35;34;21;25;27;36;23;40;39;35;31;38;37;33;23;40;30;28;27;42;35;30;"23";"35";"40";"32";"23";"36";"37";"29";"23";"41";"33";"31";"23";"36";"36";"eos"
2628475;12;12;11;7;12;9;11;10;12;3;10;18;12;7;10;12;12;6;10;12;9;5;10;6;9;6;8;12;9;8;16;12;8;6;13;12;9;8;11;11;9;8;12;19;8;7;11;10;9;8;11;8;10;9;8;9;6;5;11;5;29;4;8;6;11;10;8;6;"3";"2";"6";"2";"27";"11";"7";"4";"1";"5";"9";"6";"27";"5";"10";"5"
2666560;58;65;55;59;58;62;60;62;58;65;59;61;58;63;53;56;64;62;57;62;69;66;56;67;69;57;58;62;69;60;47;58;69;65;61;58;64;57;55;55;64;62;62;58;59;65;48;57;61;54;54;60;63;78;62;59;63;65;57;59;64;63;53;56;64;60;53;48;"64";"67";"55";"62";"67";"63";"64";"63";"70";"67";"56";"54";"70";"64";"54";"58"
2672879;28;43;40;39;28;41;43;39;32;43;47;42;25;37;32;36;28;42;40;36;32;43;38;34;30;44;42;45;35;40;34;36;35;38;39;36;35;40;41;41;35;37;45;36;32;37;39;34;29;48;43;36;26;33;39;36;29;41;29;33;29;32;34;37;23;34;31;33;"33";"30";"40";"33";"33";"35";"32";"39";"33";"41";"35";"36";"33";"34";"36";"eos"
2673477;41;46;35;45;30;47;44;48;30;45;36;44;28;44;32;36;28;46;41;41;27;45;43;42;28;50;43;41;27;46;39;40;27;43;40;41;28;47;40;38;38;40;40;42;43;45;51;42;43;46;47;46;40;48;51;45;43;53;45;51;40;48;49;46;38;51;49;45;"39";"50";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos";"eos"
2678250;64;62;54;68;64;59;55;65;64;53;53;62;64;61;53;62;64;60;53;59;68;62;51;59;68;68;54;58;72;56;31;58;72;60;55;58;72;53;52;64;72;62;47;56;72;53;48;57;68;57;50;59;68;69;53;61;68;58;53;62;65;64;50;48;65;55;59;54;"68";"52";"54";"62";"68";"49";"55";"63";"71";"60";"50";"60";"71";"54";"50";"58"
2693132;50;51;55;55;50;51;54;54;50;51;53;54;50;51;53;58;51;51;54;54;52;48;55;55;52;54;50;53;52;49;55;53;52;49;53;31;44;55;54;57;44;50;55;62;36;48;61;51;41;47;54;51;39;52;57;53;46;52;58;56;42;48;59;57;39;46;54;52;"46";"47";"61";"57";"48";"47";"57";"59";"58";"52";"54";"59";"58";"47";"56";"60"
