timeSerieID;2000_1;2000_2;2000_3;2000_4;2001_1;2001_2;2001_3;2001_4;2002_1;2002_2;2002_3;2002_4;2003_1;2003_2;2003_3;2003_4;2004_1;2004_2;2004_3;2004_4;2005_1;2005_2;2005_3;2005_4;2006_1;2006_2;2006_3;2006_4;2007_1;2007_2;2007_3;2007_4;2008_1;2008_2;2008_3;2008_4;2009_1;2009_2;2009_3;2009_4;2010_1;2010_2;2010_3;2010_4;2011_1;2011_2;2011_3;2011_4;2012_1;2012_2;2012_3;2012_4;2013_1;2013_2;2013_3;2013_4;2014_1;2014_2;2014_3;2014_4;2015_1;2015_2;2015_3;2015_4;2016_1;2016_2;2016_3;2016_4;2017_1;2017_2;2017_3;2017_4;2018_1;2018_2;2018_3;2018_4;2019_1;2019_2;2019_3;2019_4;2020_1;2020_2;2020_3;2020_4
553600;12;13;8;10;12;8;7;9;12;16;7;9;11;14;7;4;12;14;7;9;12;13;8;11;12;14;6;11;12;14;7;8;12;10;8;10;12;13;7;11;12;13;9;11;11;11;10;8;10;11;8;12;10;10;8;9;10;9;7;9;9;11;8;9;11;10;7;8;9;13;11;10;9;13;3;9;10;11;6;eos;eos;eos;eos;eos
2666560;20;17;12;16;20;16;14;11;20;15;12;13;20;21;11;14;20;16;12;14;20;18;12;22;20;14;13;14;20;15;8;13;20;19;14;13;20;14;11;13;20;18;15;12;21;19;9;11;20;11;10;12;19;27;12;12;19;16;13;15;18;18;10;15;16;14;12;53;19;20;13;15;18;16;13;15;19;17;12;12;19;17;11;14
993003;13;19;35;27;24;12;27;24;18;12;32;14;18;14;31;22;21;13;27;23;16;14;27;25;18;16;21;29;17;12;20;16;18;15;22;19;15;26;16;19;16;14;20;19;16;15;16;17;15;16;16;14;16;15;25;22;15;14;14;22;15;16;19;28;21;16;18;20;13;24;23;15;19;16;26;28;17;43;23;18;17;33;eos;eos
2713560;14;12;10;17;14;12;11;11;14;14;10;16;14;20;10;14;14;15;10;14;13;15;10;14;13;16;11;15;13;15;7;9;13;10;9;14;13;11;11;13;13;11;10;15;13;14;10;12;14;12;10;12;14;14;7;12;16;12;10;14;14;14;9;11;7;10;10;12;14;14;eos;eos;eos;eos;eos;eos;eos;eos;eos;eos;eos;eos;eos;eos
3978565;22;27;33;33;22;24;33;30;19;25;31;29;23;27;36;31;30;30;35;32;30;39;39;32;35;32;41;43;35;37;34;36;36;32;31;31;29;32;34;29;33;31;29;28;28;32;31;30;29;36;33;31;29;32;31;29;30;30;31;26;25;31;28;26;27;30;30;24;26;31;28;28;24;32;31;28;27;29;29;25;eos;eos;eos;eos
1323068;24;28;24;20;24;29;26;25;25;36;29;23;26;28;35;26;26;27;30;21;29;23;32;17;27;26;32;16;24;20;24;19;27;26;22;14;29;18;35;24;27;20;30;18;21;26;16;24;27;21;26;27;31;16;25;32;27;17;31;28;31;26;25;27;28;30;27;24;34;22;29;29;26;21;29;17;28;22;32;19;17;19;27;17
60987;10;9;10;16;11;13;14;16;13;13;16;15;11;18;15;15;11;12;13;15;12;11;12;11;10;11;12;15;11;11;12;12;8;12;15;13;11;12;13;13;11;15;15;14;12;14;18;16;13;14;18;18;11;13;16;13;10;15;16;16;11;13;17;14;11;11;15;15;11;13;15;14;11;17;16;16;13;15;eos;eos;eos;eos;eos;eos
2009916;7;9;8;6;7;7;9;7;7;10;6;6;8;8;6;6;8;8;6;8;8;8;6;8;8;8;7;9;8;8;7;8;7;10;9;8;7;9;7;6;7;12;8;7;7;8;7;6;7;8;7;7;7;8;7;8;7;7;9;8;7;8;7;8;7;8;7;8;7;7;6;9;8;9;7;7;8;9;7;9;10;9;5;9
237241;45;52;58;44;45;48;59;41;45;48;49;44;45;48;58;46;45;48;58;41;45;48;58;42;45;48;58;37;32;48;52;37;32;44;50;38;32;44;50;31;32;44;45;38;32;40;50;50;32;39;50;26;32;40;50;38;32;38;51;18;32;38;52;34;32;44;52;52;32;43;50;41;32;37;53;41;32;44;49;46;31;43;47;eos
2983206;8;8;9;8;8;8;8;5;8;7;8;7;8;11;11;8;9;10;9;8;10;13;9;10;10;10;9;9;10;12;9;9;9;10;9;10;9;9;9;8;8;11;10;8;8;9;8;7;8;8;8;7;8;9;8;8;8;7;9;8;8;6;7;9;8;7;8;7;7;10;8;7;7;9;10;7;8;8;6;7;8;6;6;7
2138905;13;22;18;16;3;36;32;20;14;25;23;17;15;19;20;21;16;23;23;20;62;21;22;19;16;23;23;19;18;23;24;21;15;23;21;19;16;21;22;18;16;21;21;18;16;21;21;19;15;19;21;21;16;21;21;18;17;19;22;19;15;22;21;20;20;22;21;17;14;21;21;18;15;20;20;16;16;21;19;19;16;21;18;eos
1951464;95;15;15;15;91;15;15;15;99;15;16;17;94;20;15;17;91;15;16;16;31;16;16;15;97;13;16;16;53;13;14;15;22;18;14;16;91;47;16;17;90;14;15;16;90;16;16;15;90;17;14;82;101;17;16;20;65;15;14;15;17;16;15;17;62;17;15;16;52;20;16;17;103;19;14;18;63;20;13;17;81;15;17;11
2833035;104;22;4;1;90;5;5;3;90;6;6;5;77;3;6;5;52;5;6;60;77;4;6;116;85;7;5;60;27;7;5;60;93;11;7;5;173;19;6;5;94;15;5;5;94;23;6;5;120;53;6;3;120;3;7;3;145;14;5;2;96;2;7;3;154;50;6;4;89;5;7;3;120;62;6;8;145;6;6;eos;eos;eos;eos;eos
2224883;23;29;15;17;18;22;30;22;18;22;20;18;18;17;21;17;18;20;21;18;18;20;20;17;18;16;21;19;16;19;21;16;14;16;17;16;16;16;19;16;16;15;19;15;18;17;16;15;16;12;23;16;15;15;17;16;15;17;15;16;13;17;20;17;13;22;17;12;8;16;16;13;13;18;19;17;13;18;eos;eos;eos;eos;eos;eos
1045961;14;13;9;11;14;11;6;11;12;15;8;13;13;13;5;8;16;13;6;12;9;9;6;11;11;13;7;12;11;13;8;11;8;10;8;56;10;9;7;11;10;12;9;8;10;12;9;11;12;13;8;7;13;11;6;10;18;10;10;13;13;10;5;10;14;13;8;8;11;8;6;10;27;13;6;7;11;14;eos;eos;eos;eos;eos;eos
424284;16;20;19;14;14;21;17;12;16;18;18;15;17;23;17;16;17;20;17;14;17;26;13;14;17;16;18;14;17;17;17;11;14;22;17;14;15;18;18;14;15;16;17;15;18;19;16;14;14;17;14;13;12;18;16;14;15;19;15;14;13;17;15;13;14;15;19;14;14;18;17;15;15;18;15;15;15;21;16;14;14;26;20;15
2733924;12;8;6;11;12;8;6;11;12;20;6;11;12;15;5;9;12;11;6;9;12;6;7;7;11;11;6;8;11;11;8;10;10;12;8;8;10;8;8;11;10;10;7;14;10;8;8;9;10;17;7;11;12;12;9;11;15;13;8;10;9;10;8;9;15;14;8;10;12;17;10;11;12;11;7;8;15;16;8;10;14;19;14;11
3000746;4;4;5;6;4;4;5;3;4;2;5;5;4;6;5;4;5;5;5;5;6;6;5;7;6;5;5;5;5;6;7;5;5;7;6;4;5;5;5;5;6;5;5;5;6;4;6;5;6;7;8;6;6;6;7;6;6;7;8;7;6;7;8;6;6;6;6;6;6;6;7;6;6;5;6;eos;eos;eos;eos;eos;eos;eos;eos;eos
2415234;13;13;9;15;13;17;16;15;13;15;13;14;13;15;11;15;13;16;12;14;13;18;11;14;14;16;13;14;15;13;10;14;15;18;11;13;15;15;12;14;15;13;14;14;14;13;10;12;14;11;9;12;12;13;15;12;12;14;18;13;12;13;10;10;11;13;13;11;13;13;10;12;10;12;8;eos;eos;eos;eos;eos;eos;eos;eos;eos
252016;5;11;12;10;9;12;12;10;9;12;12;9;10;12;7;10;10;11;11;10;9;12;11;9;9;10;11;12;8;10;11;10;8;9;11;12;8;9;10;11;7;13;10;10;6;9;11;10;6;9;11;10;6;9;12;10;6;10;11;9;9;9;12;10;9;12;8;10;11;10;10;11;9;12;13;10;10;10;10;9;10;10;9;eos
576567;20;24;22;18;20;25;17;17;22;17;20;27;19;17;19;18;19;20;20;20;15;18;20;18;15;23;18;21;19;21;22;25;14;22;23;18;17;24;21;24;19;26;23;26;19;25;24;19;22;24;24;19;18;20;29;25;17;21;26;17;24;26;17;27;16;26;22;17;23;30;18;30;17;18;25;16;18;24;26;21;16;26;27;22
349493;20;15;12;14;20;17;12;14;22;15;11;14;18;19;12;14;18;13;12;14;17;11;9;13;15;12;12;13;16;14;13;12;16;12;11;11;15;12;12;13;15;16;10;12;7;17;12;13;10;17;11;14;14;16;12;14;7;16;13;7;14;14;12;15;18;15;12;10;14;16;13;15;12;12;11;14;14;17;12;13;13;17;12;eos
1336150;4;9;9;9;4;8;9;7;7;9;9;11;4;9;8;8;4;8;8;9;2;8;8;7;5;8;8;9;9;10;9;9;4;9;9;8;4;10;9;7;5;10;9;9;4;10;11;7;3;7;9;9;5;10;9;9;5;9;10;8;5;10;10;7;6;9;9;7;6;9;8;6;5;10;9;7;5;8;eos;eos;eos;eos;eos;eos
341555;17;17;17;16;10;18;15;18;14;18;19;17;16;20;16;16;15;18;15;17;16;16;15;16;16;19;16;16;15;19;14;16;15;19;15;15;15;15;15;13;14;15;13;16;14;16;17;14;14;16;15;12;14;14;16;19;16;16;14;14;12;20;15;15;15;21;15;14;15;17;13;13;14;17;15;14;17;20;13;13;16;18;eos;eos
2678250;21;19;16;21;21;17;15;19;21;15;14;17;21;21;15;17;21;18;14;17;22;20;14;17;22;21;13;16;22;17;6;16;22;17;13;16;22;14;13;18;22;19;11;14;22;15;12;14;23;19;12;14;23;24;13;17;23;16;13;16;24;19;10;12;24;15;15;18;22;13;13;17;22;12;11;18;20;17;12;18;20;14;11;15
2230859;6;11;11;10;6;9;15;8;6;12;10;7;5;9;12;6;6;16;14;8;2;12;14;8;6;10;14;8;6;8;14;9;3;9;10;7;6;11;12;10;4;12;13;9;3;13;14;6;2;14;12;7;6;12;11;4;8;14;11;7;6;10;11;7;7;9;11;6;3;9;10;7;5;9;13;9;5;10;10;8;4;11;eos;eos
3955601;16;18;14;12;15;17;13;18;14;22;16;15;14;14;14;13;13;13;12;13;12;11;10;11;12;13;9;11;12;12;10;10;12;11;10;11;12;14;10;11;11;11;11;11;11;12;11;12;11;12;12;11;11;11;9;11;11;14;10;10;10;11;10;10;10;12;13;11;11;10;9;9;11;11;9;9;11;12;10;11;10;10;10;eos
1013223;13;10;8;8;11;11;8;12;9;11;6;10;8;13;8;9;10;12;8;12;10;12;9;10;9;9;9;12;13;12;6;12;10;11;6;11;8;12;11;9;12;12;7;12;9;13;7;11;8;11;5;14;9;13;7;10;8;12;4;7;8;10;5;11;12;12;24;17;27;43;35;19;21;41;28;16;14;29;25;15;12;21;23;20
2672879;20;12;7;10;20;11;10;10;32;12;10;11;9;11;6;10;20;12;10;10;12;15;9;10;10;12;10;13;12;15;7;10;12;12;6;10;12;12;8;14;12;17;10;11;13;12;10;10;14;16;8;11;10;9;7;10;14;14;5;12;11;9;6;11;5;10;8;12;11;10;9;11;11;9;3;15;12;14;9;14;12;10;6;eos
3345496;15;7;9;12;15;10;10;5;15;10;8;5;15;16;7;19;27;10;8;5;27;9;8;4;39;8;7;4;39;31;7;7;39;11;9;4;66;46;10;4;35;61;8;5;29;11;8;1;43;12;8;6;31;59;7;10;43;79;8;6;43;57;8;6;46;99;7;8;24;14;8;13;35;37;7;4;35;52;7;eos;eos;eos;eos;eos
3761647;13;15;13;11;13;12;17;12;14;17;17;12;14;14;13;15;14;14;16;13;14;15;14;12;14;15;18;14;14;14;14;13;14;17;17;13;14;13;17;13;14;18;14;12;15;15;16;14;14;14;16;8;15;18;15;18;15;16;19;16;15;15;18;14;15;16;15;15;15;17;14;14;15;15;22;13;15;18;16;11;15;19;23;eos
563306;15;18;14;14;14;16;14;12;14;17;14;15;14;15;14;12;14;18;14;14;14;19;15;14;14;18;12;14;14;18;16;14;14;17;15;14;12;17;15;12;13;16;16;13;12;17;15;14;12;17;15;13;12;16;12;13;12;19;12;13;12;17;12;13;11;17;10;10;12;17;14;15;15;17;14;15;19;18;13;15;11;16;17;16
1851955;5;7;8;12;5;4;5;9;5;6;6;10;5;10;6;5;5;7;6;9;5;8;5;9;5;8;6;7;5;7;7;8;5;8;7;8;5;8;7;8;5;9;7;8;5;7;8;9;5;8;8;11;8;7;6;8;5;8;7;7;8;9;6;10;10;8;7;8;5;7;7;11;10;6;5;7;6;6;5;7;5;8;5;5
1817279;176;23;19;28;105;23;21;28;34;24;21;31;150;26;24;28;150;24;21;28;150;19;23;27;192;28;21;26;234;27;21;26;192;27;20;27;234;27;24;30;234;31;20;28;170;25;24;28;170;26;21;30;202;135;20;26;170;18;22;28;222;128;23;33;235;58;18;33;222;38;24;31;235;181;23;28;235;196;22;32;235;221;22;eos
3335792;17;18;18;19;17;20;20;16;18;23;18;23;20;25;20;24;18;22;20;19;19;28;17;19;16;19;21;19;16;21;23;18;14;18;25;16;15;20;21;17;17;17;20;19;19;22;20;21;31;31;27;24;29;26;23;22;17;25;24;23;18;22;23;20;17;21;24;20;18;23;23;18;17;19;21;21;17;16;20;19;16;20;19;18
3648110;6;6;5;5;6;6;5;5;6;8;7;5;6;7;8;6;6;7;6;6;6;8;6;7;6;7;6;6;6;7;6;6;6;6;6;7;6;7;7;6;6;7;5;6;6;9;7;7;6;5;7;6;6;7;6;4;6;7;7;6;6;6;6;5;6;7;7;6;6;7;eos;eos;eos;eos;eos;eos;eos;eos;eos;eos;eos;eos;eos;eos
1115039;11;10;9;7;11;8;10;14;11;11;10;8;11;10;11;11;11;10;10;12;11;10;10;13;11;12;13;11;11;9;9;10;12;10;12;10;13;8;12;10;12;11;12;10;11;11;13;11;10;11;9;12;10;11;8;10;9;11;11;10;10;8;11;13;12;11;6;11;11;6;7;8;6;9;5;8;15;12;6;8;11;3;eos;eos
2920738;8;7;7;12;8;6;6;10;8;5;6;9;8;6;7;9;8;6;7;9;8;6;7;8;8;6;8;9;8;6;8;11;8;8;10;11;8;7;5;6;8;5;7;9;8;7;8;9;8;7;7;9;8;11;8;9;8;7;7;8;8;6;7;10;8;7;8;8;8;8;7;10;8;6;7;12;8;6;7;eos;eos;eos;eos;eos
117891;28;7;12;10;28;8;14;10;28;8;13;10;28;6;16;10;28;6;14;10;2;4;13;10;2;6;16;8;2;6;15;7;2;7;13;7;1;9;17;7;2;10;13;7;2;6;13;7;4;6;13;8;7;7;13;8;7;5;13;10;7;4;13;8;6;8;12;12;10;3;12;9;1;11;11;8;4;7;12;eos;eos;eos;eos;eos
1823240;12;11;12;12;12;15;15;11;12;13;11;10;12;14;12;10;11;14;14;8;11;14;18;8;12;14;15;8;11;14;12;9;12;13;15;11;12;15;15;10;12;10;15;10;12;14;15;14;12;14;13;10;11;17;12;6;12;14;12;11;11;12;13;10;10;11;10;11;11;12;11;8;10;12;12;8;10;12;12;9;10;14;14;8
392951;14;11;7;9;14;11;7;9;14;13;7;9;13;11;7;9;12;12;8;10;12;10;9;9;12;12;6;11;12;15;8;11;12;12;9;9;12;10;8;19;12;9;10;11;12;12;8;10;12;10;8;9;12;12;6;7;12;4;8;10;13;13;7;12;13;12;7;10;14;8;8;15;11;10;6;12;14;11;8;9;14;9;8;9
2164564;17;18;20;19;16;18;19;18;17;18;18;18;14;18;17;18;17;18;18;18;18;20;20;18;16;19;19;18;17;17;17;17;15;19;20;17;17;20;18;16;17;19;18;16;19;18;17;18;19;17;18;18;18;19;19;17;16;18;17;17;58;18;19;16;16;14;17;16;14;17;18;17;16;19;20;19;17;18;21;eos;eos;eos;eos;eos
728100;16;14;15;13;11;14;15;14;17;12;15;13;13;13;16;14;15;16;19;13;17;17;21;12;16;26;13;14;16;20;21;16;16;21;19;15;19;25;20;19;16;22;20;19;16;20;19;13;16;20;18;11;16;17;19;18;14;18;19;17;14;19;19;12;17;17;19;17;12;19;18;13;15;19;20;18;17;20;19;16;20;20;17;15
2271085;47;13;11;14;47;12;13;12;47;10;11;17;32;13;10;15;32;12;12;14;17;12;12;14;16;17;13;13;16;11;9;13;16;11;12;11;14;12;10;13;12;12;11;15;10;12;13;13;10;10;8;13;9;9;11;12;10;11;11;15;9;10;10;12;8;8;10;11;12;12;9;12;9;9;7;12;13;12;8;10;10;10;7;12
2840051;14;20;19;17;14;18;19;18;14;22;19;18;14;13;18;18;16;22;20;18;19;24;22;20;19;24;24;18;19;21;22;18;19;22;21;18;15;20;19;18;15;19;22;18;13;19;19;17;15;20;19;18;16;19;20;15;17;21;19;17;17;18;20;13;19;20;20;15;18;20;23;19;19;19;17;16;19;21;eos;eos;eos;eos;eos;eos
235479;21;18;20;17;20;22;26;23;20;18;25;23;19;18;18;23;18;20;25;23;22;19;27;23;19;25;23;23;20;23;25;26;23;20;23;29;19;22;22;21;20;22;21;23;22;22;25;25;22;19;24;22;22;22;22;22;23;22;22;18;22;20;23;24;25;23;23;24;21;21;24;23;20;21;27;25;24;21;22;24;27;23;24;eos
2332197;19;9;9;9;19;9;10;11;53;13;10;10;14;10;10;11;16;10;10;11;15;13;10;10;14;11;12;11;16;9;13;10;14;10;12;10;14;12;11;11;14;12;10;9;15;9;13;10;14;11;9;13;14;10;9;9;14;9;10;11;14;10;10;9;21;10;10;9;13;10;9;11;16;10;9;10;16;15;8;10;16;9;10;11
2509075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eos;eos;eos;eos;eos
952342;37;17;9;11;25;14;10;13;17;17;10;12;37;19;8;7;13;14;10;14;17;15;9;14;16;14;10;17;16;14;9;14;14;15;8;8;13;15;12;12;13;15;11;10;12;15;10;13;12;13;6;11;12;8;11;10;13;13;10;11;12;12;9;13;18;16;7;11;11;12;4;13;10;13;6;9;10;12;3;20;10;12;6;9
1101632;46;45;50;36;32;42;46;41;45;47;45;48;46;41;42;45;45;46;46;44;44;46;44;37;39;46;46;43;43;46;49;45;43;49;50;51;44;40;42;41;46;45;45;45;47;46;45;48;46;45;47;37;49;45;47;47;46;45;49;54;47;49;50;50;45;48;51;48;46;49;50;49;47;48;47;47;54;50;45;eos;eos;eos;eos;eos
3322290;18;13;15;17;18;12;14;16;17;13;14;16;18;17;12;17;17;15;13;16;17;18;12;15;17;16;15;15;17;14;10;17;16;15;16;15;16;19;15;20;15;15;14;13;15;15;12;15;15;14;14;15;15;15;14;16;15;15;12;14;15;14;14;11;16;13;11;14;83;16;6;13;18;13;eos;eos;eos;eos;eos;eos;eos;eos;eos;eos
2425529;9;13;11;11;9;11;12;11;9;9;9;11;6;8;10;13;9;10;10;12;8;10;10;12;8;12;10;12;9;11;11;13;9;15;14;13;9;15;13;14;9;15;14;15;9;12;13;14;9;12;11;11;7;6;12;12;9;12;13;14;7;10;9;9;5;11;11;10;10;12;12;13;2;12;12;13;12;14;17;eos;eos;eos;eos;eos
2445850;11;12;12;12;11;11;17;12;12;8;16;11;13;10;17;15;14;13;17;16;18;15;16;16;18;19;13;16;18;16;30;15;18;18;19;14;18;17;20;14;18;16;21;13;18;15;18;14;18;14;16;13;16;14;16;13;15;16;15;14;15;12;16;15;15;12;13;16;15;11;10;14;15;16;16;11;15;10;eos;eos;eos;eos;eos;eos
1394282;9;10;7;13;9;9;8;10;12;11;9;6;8;9;7;9;12;9;8;8;12;12;9;8;10;9;7;8;12;9;6;8;8;9;6;8;8;8;8;8;8;8;8;11;5;7;6;9;9;8;6;9;10;8;7;8;9;6;7;9;10;8;8;9;11;7;4;8;12;7;6;14;9;7;3;10;10;9;5;eos;eos;eos;eos;eos
2238498;16;20;15;19;16;20;16;19;15;16;15;17;18;20;16;19;14;18;16;18;11;18;17;16;16;19;16;18;14;17;14;19;14;18;16;17;18;17;17;17;14;16;16;17;15;17;18;17;15;15;14;17;12;15;17;16;15;17;13;17;14;17;16;17;16;16;19;17;14;17;15;20;11;16;13;20;17;17;16;18;14;20;15;18
1799714;33;31;35;30;33;28;33;28;33;34;31;30;33;27;28;26;52;31;33;51;52;46;69;55;52;59;64;51;52;62;64;51;52;72;65;53;47;62;64;52;47;73;61;52;44;63;64;53;42;41;68;53;44;62;65;53;46;67;65;53;46;58;62;61;48;69;67;50;51;54;63;54;51;55;61;55;56;51;68;52;61;68;60;55
2840139;15;12;28;22;15;28;20;18;15;10;29;18;15;17;15;16;15;18;21;18;20;19;23;20;20;15;22;24;25;30;11;11;25;34;16;22;25;19;21;27;25;16;20;20;22;19;30;26;18;18;19;26;19;19;16;25;20;15;25;29;16;12;26;12;19;24;20;16;20;28;12;20;24;25;22;eos;eos;eos;eos;eos;eos;eos;eos;eos
3745384;7;8;7;6;7;9;6;5;7;8;7;6;6;5;7;6;6;7;7;6;6;7;7;6;6;7;7;5;6;7;6;5;6;7;5;6;6;9;5;6;6;6;6;6;6;7;7;8;6;7;9;7;6;5;6;6;6;6;6;6;6;6;6;6;6;6;7;6;6;5;6;29;8;6;5;6;10;6;6;13;10;21;19;eos
3231791;16;14;10;15;16;14;14;15;16;15;9;14;16;15;9;16;16;15;12;15;16;18;11;15;16;15;12;15;16;18;12;15;20;15;13;14;21;15;8;14;21;13;11;14;23;15;9;14;22;17;9;13;21;23;11;16;23;19;10;14;21;19;9;10;20;18;11;15;16;16;10;18;17;14;11;eos;eos;eos;eos;eos;eos;eos;eos;eos
3364720;9;12;16;20;10;11;16;15;10;12;18;16;10;14;16;14;10;10;15;14;10;10;13;13;11;8;12;15;11;9;14;12;11;9;12;13;11;8;13;14;14;12;13;19;18;18;14;20;19;18;13;21;20;12;11;25;25;20;18;17;19;21;15;18;14;16;16;25;18;19;14;24;18;29;24;24;20;19;18;19;19;15;eos;eos
3597868;15;14;22;14;15;15;18;12;15;16;14;14;15;15;18;17;15;16;16;17;15;16;15;14;15;17;16;24;15;17;13;19;15;15;18;12;14;16;17;17;14;17;21;19;14;16;17;16;14;16;15;13;14;19;17;19;14;18;17;14;14;15;15;13;14;17;17;10;14;16;15;17;14;20;15;12;14;19;13;eos;eos;eos;eos;eos
3271564;22;23;18;17;22;23;15;23;22;23;15;19;22;23;15;22;23;23;15;22;22;23;16;24;23;23;15;22;23;23;17;23;23;23;14;23;231;23;16;22;231;52;17;21;231;23;16;28;231;81;17;18;231;108;17;24;231;136;21;161;231;228;14;25;231;136;15;131;231;241;17;127;231;101;16;23;231;130;17;12;231;158;17;154
563430;15;12;9;11;15;12;12;15;19;15;8;13;16;15;9;10;16;14;10;12;15;12;7;8;18;13;12;14;17;18;10;12;18;18;10;12;15;15;12;13;15;16;10;9;17;12;10;13;17;20;7;14;16;15;10;12;14;15;8;13;16;13;8;16;18;14;8;8;16;14;9;11;12;14;8;9;17;14;9;10;15;13;7;11
264261;24;18;17;15;19;18;15;16;23;25;16;16;22;25;19;20;23;22;16;18;22;16;16;17;20;13;15;19;22;22;16;19;21;19;16;19;21;15;13;19;22;24;17;18;22;23;16;18;16;22;15;18;21;22;15;18;22;11;15;20;11;21;10;16;21;20;16;16;21;22;16;19;20;15;14;18;21;20;eos;eos;eos;eos;eos;eos
2337649;8;8;7;7;8;8;7;6;8;7;7;7;8;8;7;7;8;8;7;7;8;8;8;9;8;8;6;7;8;9;7;7;9;10;7;8;8;8;7;8;8;9;7;10;8;9;8;10;6;7;7;8;6;8;7;8;6;8;8;6;6;9;7;8;6;8;8;6;6;7;8;8;eos;eos;eos;eos;eos;eos;eos;eos;eos;eos;eos;eos
